mun,uf,regiao,porc_bf,dilma.vs.2014,pop.2011
PAULA CANDIDO,MG,Sudeste,32.8721,67.2499,9289
PAULISTAS,MG,Sudeste,42.8249,70.1359,4904
PAVAO,MG,Sudeste,43.8207,52.9137,8565
PECANHA,MG,Sudeste,44.1056,63.7075,17266
PEDRA AZUL,MG,Sudeste,57.3896,61.4012,23857
PEDRA BONITA,MG,Sudeste,70.3433,58.8097,6707
PEDRA DO ANTA,MG,Sudeste,45.4713,69.9498,3323
PEDRA DO INDAIA,MG,Sudeste,13.2275,42.2305,3880
PEDRA DOURADA,MG,Sudeste,29.7935,61.4045,2220
PEDRALVA,MG,Sudeste,18.2780,28.1928,11426
PEDRAS DE MARIA DA CRUZ,MG,Sudeste,62.3300,85.4167,10426
PEDRINOPOLIS,MG,Sudeste,15.7709,46.1339,3500
PEDRO LEOPOLDO,MG,Sudeste,11.0223,34.0325,59213
PEDRO TEIXEIRA,MG,Sudeste,48.8055,55.6442,1785
PEQUERI,MG,Sudeste,9.7701,45.6629,3177
PEQUI,MG,Sudeste,21.2622,51.5580,4104
PERDIGAO,MG,Sudeste,8.0029,15.6584,9159
PERDIZES,MG,Sudeste,13.3363,28.6516,14561
PERDOES,MG,Sudeste,12.4961,46.7853,20191
PERIQUITO,MG,Sudeste,49.7762,57.0205,7005
PESCADOR,MG,Sudeste,47.7625,49.5726,4135
PIAU,MG,Sudeste,23.4542,56.9703,2829
PIEDADE DE CARATINGA,MG,Sudeste,47.5257,54.6492,7246
PIEDADE DE PONTE NOVA,MG,Sudeste,25.8261,59.5949,4065
PIEDADE DO RIO GRANDE,MG,Sudeste,16.6047,50.7976,4682
PIEDADE DOS GERAIS,MG,Sudeste,38.4961,50.0322,4669
PIMENTA,MG,Sudeste,16.8076,44.6769,8268
PINGO D AGUA,MG,Sudeste,41.1991,60.5150,4467
PINTOPOLIS,MG,Sudeste,57.8579,78.5004,7232
PIRACEMA,MG,Sudeste,14.9740,58.8478,6399
PIRAJUBA,MG,Sudeste,21.5139,47.1834,4803
PIRANGA,MG,Sudeste,36.9214,57.1613,17250
PIRANGUCU,MG,Sudeste,27.5326,32.6628,5236
PIRANGUINHO,MG,Sudeste,15.3239,37.4452,8064
PIRAPETINGA,MG,Sudeste,19.1691,60.0113,10390
PIRAPORA,MG,Sudeste,32.7376,45.2052,53604
PIRAUBA,MG,Sudeste,13.7176,53.0380,10841
PITANGUI,MG,Sudeste,14.2276,26.3338,25545
PIUMHI,MG,Sudeste,13.6295,36.1898,32121
PLANURA,MG,Sudeste,14.8995,49.7157,10545
POCO FUNDO,MG,Sudeste,14.3639,49.9899,16022
POCOS DE CALDAS,MG,Sudeste,7.6285,35.4868,153726
POCRANE,MG,Sudeste,41.2488,53.7132,8920
POMPEU,MG,Sudeste,20.0870,59.9696,29337
PONTE NOVA,MG,Sudeste,17.9033,61.1196,57551
PONTO CHIQUE,MG,Sudeste,59.7461,75.3617,3991
PONTO DOS VOLANTES,MG,Sudeste,50.9958,62.0274,11408
PORTEIRINHA,MG,Sudeste,54.1379,76.4730,37607
PORTO FIRME,MG,Sudeste,47.1040,63.7980,10490
POTE,MG,Sudeste,43.2652,55.4455,15736
POUSO ALEGRE,MG,Sudeste,7.2540,30.0440,132445
POUSO ALTO,MG,Sudeste,15.9355,23.9560,6178
PRADOS,MG,Sudeste,7.5048,44.0439,8444
PRATA,MG,Sudeste,6.7778,59.2973,25973
PRATAPOLIS,MG,Sudeste,13.5549,43.5999,8776
PRATINHA,MG,Sudeste,19.1189,44.3513,3295
PRESIDENTE BERNARDES,MG,Sudeste,45.2217,51.7762,5514
PRESIDENTE JUSCELINO,MG,Sudeste,32.5404,69.6053,3877
PRESIDENTE KUBITSCHEK,MG,Sudeste,31.9737,62.7219,2960
PRESIDENTE OLEGARIO,MG,Sudeste,23.6318,59.6350,18639
ALTO JEQUITIBA,MG,Sudeste,36.6630,44.0533,8308
PRUDENTE DE MORAIS,MG,Sudeste,25.5831,37.9108,9676
QUARTEL GERAL,MG,Sudeste,21.5440,48.2877,3325
QUELUZITO,MG,Sudeste,10.1329,49.4643,1867
RAPOSOS,MG,Sudeste,8.1069,50.2902,15423
RAUL SOARES,MG,Sudeste,28.9825,59.1007,23783
RECREIO,MG,Sudeste,29.4185,60.7018,10308
REDUTO,MG,Sudeste,29.5955,57.6146,6619
RESENDE COSTA,MG,Sudeste,6.3751,45.0661,10958
RESPLENDOR,MG,Sudeste,25.4252,40.0629,17098
RESSAQUINHA,MG,Sudeste,33.2636,58.5993,4723
RIACHINHO,MG,Sudeste,55.9692,72.6849,8010
RIACHO DOS MACHADOS,MG,Sudeste,61.1953,76.4438,9361
RIBEIRAO DAS NEVES,MG,Sudeste,17.0247,42.3073,299729
RIBEIRAO VERMELHO,MG,Sudeste,16.8040,36.3787,3842
RIO ACIMA,MG,Sudeste,13.1509,36.9433,9200
RIO CASCA,MG,Sudeste,32.7107,57.8286,14120
RIO DOCE,MG,Sudeste,22.5806,48.5470,2477
RIO DO PRADO,MG,Sudeste,58.1230,73.4364,5204
RIO ESPERA,MG,Sudeste,35.8470,49.0869,6004
RIO MANSO,MG,Sudeste,16.9923,50.2498,5325
RIO NOVO,MG,Sudeste,17.9387,39.5701,8725
RIO PARANAIBA,MG,Sudeste,18.4381,49.9849,11913
RIO PARDO DE MINAS,MG,Sudeste,56.8134,71.0137,29242
RIO PIRACICABA,MG,Sudeste,28.6075,53.2922,14150
RIO POMBA,MG,Sudeste,17.0500,43.7115,17168
RIO PRETO,MG,Sudeste,33.4857,54.8800,5304
RIO VERMELHO,MG,Sudeste,39.9152,59.0661,13549
RITAPOLIS,MG,Sudeste,26.5089,39.2993,4887
ROCHEDO DE MINAS,MG,Sudeste,23.0441,44.5358,2133
RODEIRO,MG,Sudeste,13.7408,44.6333,6982
ROMARIA,MG,Sudeste,16.5347,58.8673,3586
ROSARIO DA LIMEIRA,MG,Sudeste,25.1408,63.2773,4277
RUBELITA,MG,Sudeste,51.8568,73.1289,7586
RUBIM,MG,Sudeste,52.9393,54.8632,9939
SABARA,MG,Sudeste,11.8726,32.0725,127097
SABINOPOLIS,MG,Sudeste,32.5526,61.3474,15661
SACRAMENTO,MG,Sudeste,11.4864,40.6691,24093
SALINAS,MG,Sudeste,31.7646,56.4114,39367
SALTO DA DIVISA,MG,Sudeste,48.1313,58.9869,6866
SANTA BARBARA,MG,Sudeste,25.1690,50.3107,28160
SANTA BARBARA DO LESTE,MG,Sudeste,38.4909,55.7334,7719
SANTA BARBARA DO MONTE VERDE,MG,Sudeste,23.0932,52.4970,2821
SANTA BARBARA DO TUGURIO,MG,Sudeste,35.8123,68.3338,4551
SANTA CRUZ DE MINAS,MG,Sudeste,15.3571,36.5099,7929
SANTA CRUZ DE SALINAS,MG,Sudeste,52.1875,82.5577,4366
SANTA CRUZ DO ESCALVADO,MG,Sudeste,35.9873,68.8103,4963
SANTA EFIGENIA DE MINAS,MG,Sudeste,56.1602,68.7347,4576
SANTA FE DE MINAS,MG,Sudeste,61.1979,76.1308,3951
SANTA HELENA DE MINAS,MG,Sudeste,57.5155,62.7167,6079
SANTA JULIANA,MG,Sudeste,18.3164,44.5291,11588
SANTA LUZIA,MG,Sudeste,16.9718,33.8498,204327
SANTA MARGARIDA,MG,Sudeste,49.7916,63.2644,15111
SANTA MARIA DE ITABIRA,MG,Sudeste,22.0014,57.2654,10568
SANTA MARIA DO SALTO,MG,Sudeste,51.7544,51.8547,5273
SANTA MARIA DO SUACUI,MG,Sudeste,42.2670,62.3366,14399
SANTANA DA VARGEM,MG,Sudeste,22.5352,45.7069,7209
SANTANA DE CATAGUASES,MG,Sudeste,25.1650,49.0161,3643
SANTANA DE PIRAPAMA,MG,Sudeste,28.2540,55.9335,7963
SANTANA DO DESERTO,MG,Sudeste,15.0685,54.5090,3867
SANTANA DO GARAMBEU,MG,Sudeste,35.3566,43.9567,2254
SANTANA DO JACARE,MG,Sudeste,30.9381,50.3423,4623
SANTANA DO MANHUACU,MG,Sudeste,36.2279,69.8770,8581
SANTANA DO PARAISO,MG,Sudeste,25.9409,48.3718,27965
SANTANA DO RIACHO,MG,Sudeste,38.3838,39.2296,4045
SANTANA DOS MONTES,MG,Sudeste,31.2664,46.6591,3813
SANTA RITA DE CALDAS,MG,Sudeste,15.5156,39.8405,9008
SANTA RITA DE JACUTINGA,MG,Sudeste,27.1033,47.5589,4976
SANTA RITA DE MINAS,MG,Sudeste,26.8437,46.0949,6605
SANTA RITA DE IBITIPOCA,MG,Sudeste,31.3582,65.6064,3563
SANTA RITA DO ITUETO,MG,Sudeste,40.8506,51.4456,5670
SANTA RITA DO SAPUCAI,MG,Sudeste,9.8356,12.4320,38253
SANTA ROSA DA SERRA,MG,Sudeste,26.4789,55.6362,3233
SANTA VITORIA,MG,Sudeste,15.6644,66.9986,18275
SANTO ANTONIO DO AMPARO,MG,Sudeste,36.2247,59.1740,17440
SANTO ANTONIO DO AVENTUREIRO,MG,Sudeste,21.5947,41.8605,3540
SANTO ANTONIO DO GRAMA,MG,Sudeste,18.9015,50.9007,4063
SANTO ANTONIO DO ITAMBE,MG,Sudeste,58.7907,65.5022,4101
SANTO ANTONIO DO JACINTO,MG,Sudeste,43.3968,45.1572,11747
SANTO ANTONIO DO MONTE,MG,Sudeste,10.9237,22.2719,26168
SANTO ANTONIO DO RETIRO,MG,Sudeste,77.3081,80.6531,6979
SANTO ANTONIO DO RIO ABAIXO,MG,Sudeste,38.1579,36.0960,1774
SANTO HIPOLITO,MG,Sudeste,34.5560,56.5461,3219
SANTOS DUMONT,MG,Sudeste,17.9676,55.5659,46246
SAO BENTO ABADE,MG,Sudeste,21.2329,37.4217,4642
SAO BRAS DO SUACUI,MG,Sudeste,13.3273,41.2250,3531
SAO DOMINGOS DAS DORES,MG,Sudeste,58.6803,55.5613,5425
SAO DOMINGOS DO PRATA,MG,Sudeste,19.6415,53.2767,17336
SAO FELIX DE MINAS,MG,Sudeste,46.9136,53.0317,3377
SAO FRANCISCO,MG,Sudeste,58.5678,78.2496,54007
SAO FRANCISCO DE PAULA,MG,Sudeste,22.9757,59.1705,6480
SAO FRANCISCO DE SALES,MG,Sudeste,23.6649,71.5712,5815
SAO FRANCISCO DO GLORIA,MG,Sudeste,30.6691,69.3812,5139
SAO GERALDO,MG,Sudeste,24.7128,50.4385,10459
SAO GERALDO DA PIEDADE,MG,Sudeste,49.3140,67.3304,4341
SAO GERALDO DO BAIXIO,MG,Sudeste,41.3100,54.6746,3534
SAO GONCALO DO ABAETE,MG,Sudeste,26.5905,51.0943,6328
SAO GONCALO DO PARA,MG,Sudeste,14.1056,30.3193,10585
SAO GONCALO DO RIO ABAIXO,MG,Sudeste,20.3852,35.0456,9878
SAO GONCALO DO SAPUCAI,MG,Sudeste,21.6129,36.9929,24029
SAO GOTARDO,MG,Sudeste,17.1814,39.3699,32141
SAO JOAO BATISTA DO GLORIA,MG,Sudeste,7.9825,35.4519,6935
SAO JOAO DA LAGOA,MG,Sudeste,48.0583,73.0608,4676
SAO JOAO DA MATA,MG,Sudeste,20.3765,35.2329,2730
SAO JOAO DA PONTE,MG,Sudeste,63.1539,82.5038,25307
SAO JOAO DAS MISSOES,MG,Sudeste,86.6588,80.2817,11829
SAO JOAO DEL REI,MG,Sudeste,15.0807,31.6126,84919
SAO JOAO DO MANHUACU,MG,Sudeste,47.7676,65.3510,10363
SAO JOAO DO MANTENINHA,MG,Sudeste,31.0446,66.9626,5249
SAO JOAO DO ORIENTE,MG,Sudeste,35.0238,61.3535,7827
SAO JOAO DO PACUI,MG,Sudeste,66.8126,82.1824,4091
SAO JOAO DO PARAISO,MG,Sudeste,40.3253,53.3650,22420
SAO JOAO EVANGELISTA,MG,Sudeste,44.7784,64.0154,15556
SAO JOAO NEPOMUCENO,MG,Sudeste,14.1854,42.6309,25155
SAO JOAQUIM DE BICAS,MG,Sudeste,21.4885,53.9401,26104
SAO JOSE DA BARRA,MG,Sudeste,9.0865,54.8165,6834
SAO JOSE DA LAPA,MG,Sudeste,16.0439,38.4138,20168
SAO JOSE DA SAFIRA,MG,Sudeste,54.8581,57.9214,4089
SAO JOSE DA VARGINHA,MG,Sudeste,13.4866,36.6225,4273
SAO JOSE DO ALEGRE,MG,Sudeste,11.1199,24.6714,4011
SAO JOSE DO DIVINO,MG,Sudeste,41.1458,49.9386,3832
SAO JOSE DO GOIABAL,MG,Sudeste,26.5742,63.0585,5608
SAO JOSE DO JACURI,MG,Sudeste,46.3480,60.5100,6535
SAO JOSE DO MANTIMENTO,MG,Sudeste,50.8883,48.9396,2609
SAO LOURENCO,MG,Sudeste,12.1753,20.7091,42021
SAO MIGUEL DO ANTA,MG,Sudeste,43.0515,64.0919,6770
SAO PEDRO DA UNIAO,MG,Sudeste,23.0549,47.9806,4996
SAO PEDRO DOS FERROS,MG,Sudeste,22.7434,61.4857,8289
SAO PEDRO DO SUACUI,MG,Sudeste,43.2547,54.7295,5531
SAO ROMAO,MG,Sudeste,50.7377,72.4994,10468
SAO ROQUE DE MINAS,MG,Sudeste,15.5935,22.0490,6714
SAO SEBASTIAO DA BELA VISTA,MG,Sudeste,16.4508,51.4618,4997
SAO SEBASTIAO DA VARGEM ALEGRE,MG,Sudeste,33.7983,57.9265,2816
SAO SEBASTIAO DO ANTA,MG,Sudeste,56.8341,59.2503,5813
SAO SEBASTIAO DO MARANHAO,MG,Sudeste,45.3082,48.7820,10574
SAO SEBASTIAO DO OESTE,MG,Sudeste,17.2451,52.7487,5894
SAO SEBASTIAO DO PARAISO,MG,Sudeste,11.7332,35.9962,65491
SAO SEBASTIAO DO RIO PRETO,MG,Sudeste,16.5049,31.1195,1601
SAO SEBASTIAO DO RIO VERDE,MG,Sudeste,17.7419,29.3711,2121
SAO TIAGO,MG,Sudeste,9.2141,27.0735,10586
SAO TOMAS DE AQUINO,MG,Sudeste,16.0265,39.6560,7077
SAO THOME DAS LETRAS,MG,Sudeste,25.0704,52.0384,6690
SAO VICENTE DE MINAS,MG,Sudeste,21.8704,21.7381,7073
SAPUCAI MIRIM,MG,Sudeste,19.2965,32.9953,6302
SARDOA,MG,Sudeste,51.5761,59.7010,5657
SARZEDO,MG,Sudeste,8.4208,37.4466,26470
SETUBINHA,MG,Sudeste,74.7451,75.0961,11008
SEM PEIXE,MG,Sudeste,38.6022,60.8247,2823
SENADOR AMARAL,MG,Sudeste,37.7060,47.8747,5226
SENADOR CORTES,MG,Sudeste,16.9572,49.7755,1988
SENADOR FIRMINO,MG,Sudeste,28.7150,56.8458,7279
SENADOR JOSE BENTO,MG,Sudeste,13.1955,46.7895,1830
SENADOR MODESTINO GONCALVES,MG,Sudeste,53.7178,54.5888,4527
SENHORA DE OLIVEIRA,MG,Sudeste,41.0507,57.6032,5687
SENHORA DO PORTO,MG,Sudeste,33.4947,51.8573,3496
SENHORA DOS REMEDIOS,MG,Sudeste,39.5248,56.1243,10210
SERICITA,MG,Sudeste,33.8403,53.9084,7139
SERITINGA,MG,Sudeste,13.8889,40.3017,1793
SERRA AZUL DE MINAS,MG,Sudeste,49.1950,61.2357,4222
SERRA DA SAUDADE,MG,Sudeste,10.7266,33.3750,811
SERRA DOS AIMORES,MG,Sudeste,29.1215,56.1037,8430
SERRA DO SALITRE,MG,Sudeste,26.2160,54.8328,10638
SERRANIA,MG,Sudeste,27.6032,41.1243,7545
SERRANOPOLIS DE MINAS,MG,Sudeste,50.9331,75.9804,4455
SERRANOS,MG,Sudeste,27.5591,48.3642,1990
SERRO,MG,Sudeste,23.9957,63.1684,20822
SETE LAGOAS,MG,Sudeste,8.2696,36.1028,216400
SILVEIRANIA,MG,Sudeste,24.5924,58.2445,2197
SILVIANOPOLIS,MG,Sudeste,11.5482,32.0714,6041
SIMAO PEREIRA,MG,Sudeste,27.4172,46.1611,2542
SIMONESIA,MG,Sudeste,39.8158,56.8031,18408
SOBRALIA,MG,Sudeste,45.3501,55.2949,5796
SOLEDADE DE MINAS,MG,Sudeste,14.8148,26.6995,5716
TABULEIRO,MG,Sudeste,23.2472,52.6768,4042
TAIOBEIRAS,MG,Sudeste,38.8078,36.0767,31192
TAPARUBA,MG,Sudeste,41.5371,52.9140,3131
TAPIRA,MG,Sudeste,20.2640,35.8893,4173
TAPIRAI,MG,Sudeste,13.7048,60.5016,1871
TAQUARACU DE MINAS,MG,Sudeste,27.4527,35.8884,3818
TARUMIRIM,MG,Sudeste,35.8833,47.1568,14279
TEIXEIRAS,MG,Sudeste,29.9973,58.5265,11371
TEOFILO OTONI,MG,Sudeste,19.9822,50.9682,135154
TIMOTEO,MG,Sudeste,9.3271,36.5908,81993
TIRADENTES,MG,Sudeste,17.4555,33.4791,7054
TIROS,MG,Sudeste,21.4514,38.0051,6855
TOCANTINS,MG,Sudeste,19.9091,46.1570,15886
TOCOS DO MOJI,MG,Sudeste,18.6065,53.5956,3960
TOLEDO,MG,Sudeste,16.6302,23.7017,5806
TOMBOS,MG,Sudeste,23.9468,54.1546,9375
TRES CORACOES,MG,Sudeste,16.2274,31.5695,73339
TRES MARIAS,MG,Sudeste,17.8190,40.4873,28683
TRES PONTAS,MG,Sudeste,18.1450,41.7315,54078
TUMIRITINGA,MG,Sudeste,42.5521,54.2064,6329
TUPACIGUARA,MG,Sudeste,21.6219,58.2785,24271
TURMALINA,MG,Sudeste,33.6969,66.9628,18222
TURVOLANDIA,MG,Sudeste,24.7297,46.6484,4690
UBA,MG,Sudeste,12.3325,43.4825,102782
UBAI,MG,Sudeste,66.8001,71.4173,11751
UBAPORANGA,MG,Sudeste,41.7570,45.5080,12068
UBERABA,MG,Sudeste,6.7077,44.3310,299361
UBERLANDIA,MG,Sudeste,5.6913,40.8646,611904
UMBURATIBA,MG,Sudeste,47.2554,56.5350,2693
UNAI,MG,Sudeste,16.5586,34.6241,78144
UNIAO DE MINAS,MG,Sudeste,24.9347,67.6108,4402
URUANA DE MINAS,MG,Sudeste,47.8682,60.6324,3233
URUCANIA,MG,Sudeste,22.9326,58.6195,10285
URUCUIA,MG,Sudeste,55.7479,75.3758,13911
VARGEM ALEGRE,MG,Sudeste,38.3710,57.9686,6455
VARGEM BONITA,MG,Sudeste,16.7920,36.7542,2160
VARGEM GRANDE DO RIO PARDO,MG,Sudeste,64.9241,57.3059,4755
VARGINHA,MG,Sudeste,5.6411,30.8799,124162
VARJAO DE MINAS,MG,Sudeste,19.5663,48.1509,6158
VARZEA DA PALMA,MG,Sudeste,25.6715,56.0550,36129
VARZELANDIA,MG,Sudeste,66.8319,72.7900,19112
VAZANTE,MG,Sudeste,18.9449,68.9440,19785
VERDELANDIA,MG,Sudeste,55.3824,80.0187,8436
VEREDINHA,MG,Sudeste,47.1271,67.7479,5559
VERISSIMO,MG,Sudeste,12.0799,48.9583,3530
VERMELHO NOVO,MG,Sudeste,47.4227,58.8755,4698
VESPASIANO,MG,Sudeste,12.6687,35.0607,106685
VICOSA,MG,Sudeste,16.0778,51.8827,72786
VIEIRAS,MG,Sudeste,26.6323,64.1496,3715
MATHIAS LOBATO,MG,Sudeste,64.0404,63.6202,3350
VIRGEM DA LAPA,MG,Sudeste,47.8866,63.3726,13615
VIRGINIA,MG,Sudeste,37.7702,34.5277,8618
VIRGINOPOLIS,MG,Sudeste,28.3467,48.4165,10553
VIRGOLANDIA,MG,Sudeste,49.7166,69.9112,5624
VISCONDE DO RIO BRANCO,MG,Sudeste,16.7134,52.2370,38353
VOLTA GRANDE,MG,Sudeste,34.5928,53.6212,5082
WENCESLAU BRAZ,MG,Sudeste,24.7765,32.7094,2550
AFONSO CLAUDIO,ES,Sudeste,27.2385,36.0937,31004
AGUIA BRANCA,ES,Sudeste,31.4796,64.7821,9513
AGUA DOCE DO NORTE,ES,Sudeste,46.0823,60.3776,11696
ALEGRE,ES,Sudeste,19.3286,39.2018,30696
ALFREDO CHAVES,ES,Sudeste,16.3537,21.0066,13982
ALTO RIO NOVO,ES,Sudeste,42.6771,63.6566,7345
ANCHIETA,ES,Sudeste,14.3344,29.8475,24265
APIACA,ES,Sudeste,38.6243,43.7749,7505
ARACRUZ,ES,Sudeste,18.1467,28.2282,83152
ATILIO VIVACQUA,ES,Sudeste,17.5421,43.1376,9967
BAIXO GUANDU,ES,Sudeste,22.7511,43.6467,29178
BARRA DE SAO FRANCISCO,ES,Sudeste,31.0407,54.1180,40884
BOA ESPERANCA,ES,Sudeste,31.9397,52.9854,14239
BOM JESUS DO NORTE,ES,Sudeste,20.2899,42.8423,9496
BREJETUBA,ES,Sudeste,34.6793,39.6648,11933
CACHOEIRO DE ITAPEMIRIM,ES,Sudeste,9.2554,27.0076,191042
CARIACICA,ES,Sudeste,15.1188,34.6365,350615
CASTELO,ES,Sudeste,10.1114,21.3002,34900
COLATINA,ES,Sudeste,14.1886,24.4546,112432
CONCEICAO DA BARRA,ES,Sudeste,28.5192,50.6192,28600
CONCEICAO DO CASTELO,ES,Sudeste,22.7548,20.9495,11741
DIVINO DE SAO LOURENCO,ES,Sudeste,31.9256,29.9275,4493
DOMINGOS MARTINS,ES,Sudeste,16.8000,20.9909,31946
DORES DO RIO PRETO,ES,Sudeste,25.9835,52.5255,6414
ECOPORANGA,ES,Sudeste,34.1974,56.5330,23154
FUNDAO,ES,Sudeste,18.4621,35.5444,17334
GOVERNADOR LINDENBERG,ES,Sudeste,20.8880,53.3681,10990
GUACUI,ES,Sudeste,22.8755,31.2465,28033
GUARAPARI,ES,Sudeste,11.0039,22.7013,106583
IBATIBA,ES,Sudeste,31.9583,32.7771,22609
IBIRACU,ES,Sudeste,13.3468,27.5208,11258
IBITIRAMA,ES,Sudeste,37.1333,37.3920,8938
ICONHA,ES,Sudeste,12.1819,35.0993,12603
IRUPI,ES,Sudeste,37.5000,36.6960,11829
ITAGUACU,ES,Sudeste,25.6609,45.3011,14107
ITAPEMIRIM,ES,Sudeste,33.5322,32.2380,31209
ITARANA,ES,Sudeste,19.2410,34.9227,10840
IUNA,ES,Sudeste,26.1064,31.3334,27422
JAGUARE,ES,Sudeste,34.8106,57.7200,25073
JERONIMO MONTEIRO,ES,Sudeste,27.8078,40.9748,10932
JOAO NEIVA,ES,Sudeste,10.6841,28.6893,15848
LARANJA DA TERRA,ES,Sudeste,23.3803,39.8441,10818
LINHARES,ES,Sudeste,19.8728,26.0362,143509
MANTENOPOLIS,ES,Sudeste,37.3083,50.9335,13721
MARATAIZES,ES,Sudeste,22.0164,33.3230,34412
MARECHAL FLORIANO,ES,Sudeste,10.6121,27.1770,14422
MARILANDIA,ES,Sudeste,16.1372,37.8440,11198
MIMOSO DO SUL,ES,Sudeste,30.9790,46.0128,25880
MONTANHA,ES,Sudeste,30.7598,54.5880,17894
MUCURICI,ES,Sudeste,37.6142,56.5154,5637
MUNIZ FREIRE,ES,Sudeste,25.5789,35.0260,18298
MUQUI,ES,Sudeste,29.0178,41.7555,14452
NOVA VENECIA,ES,Sudeste,21.4603,47.2862,46263
PANCAS,ES,Sudeste,35.2959,49.3949,21636
PEDRO CANARIO,ES,Sudeste,33.4962,50.4733,23935
PINHEIROS,ES,Sudeste,32.5669,46.8207,24093
PIUMA,ES,Sudeste,7.4983,28.3903,18364
PONTO BELO,ES,Sudeste,46.6935,61.0089,7034
PRESIDENTE KENNEDY,ES,Sudeste,35.8679,31.4960,10373
RIO BANANAL,ES,Sudeste,28.9874,55.2758,17623
RIO NOVO DO SUL,ES,Sudeste,13.8606,26.8013,11330
SANTA LEOPOLDINA,ES,Sudeste,23.0789,47.1517,12223
SANTA MARIA DE JETIBA,ES,Sudeste,13.5829,30.4962,34591
SANTA TERESA,ES,Sudeste,18.2384,23.4631,21916
SAO DOMINGOS DO NORTE,ES,Sudeste,23.0344,52.3878,8036
SAO GABRIEL DA PALHA,ES,Sudeste,9.7309,39.3906,32264
SAO JOSE DO CALCADO,ES,Sudeste,28.5836,53.1815,10403
SAO MATEUS,ES,Sudeste,18.9522,45.5977,110454
SAO ROQUE DO CANAA,ES,Sudeste,12.0729,34.4525,11341
SERRA,ES,Sudeste,16.8264,33.6486,416029
SOORETAMA,ES,Sudeste,28.5036,50.4170,24271
VARGEM ALTA,ES,Sudeste,15.5082,21.9895,19265
VENDA NOVA DO IMIGRANTE,ES,Sudeste,13.7370,14.3853,20776
VIANA,ES,Sudeste,15.4192,37.2579,65888
VILA PAVAO,ES,Sudeste,36.7143,57.2064,8699
VILA VALERIO,ES,Sudeste,24.5140,65.4390,13827
VILA VELHA,ES,Sudeste,10.2010,26.6313,419854
VITORIA,ES,Sudeste,10.6059,23.5051,330526
ANGRA DOS REIS,RJ,Sudeste,20.6091,38.2283,173370
APERIBE,RJ,Sudeste,20.5388,36.7841,10382
ARARUAMA,RJ,Sudeste,27.8577,31.6422,114250
AREAL,RJ,Sudeste,26.6571,34.4842,11540
ARMACAO DOS BUZIOS,RJ,Sudeste,16.3449,27.1252,28279
ARRAIAL DO CABO,RJ,Sudeste,18.5462,28.6816,28010
BARRA DO PIRAI,RJ,Sudeste,13.5932,35.8095,95260
BARRA MANSA,RJ,Sudeste,11.0341,38.2093,178355
BELFORD ROXO,RJ,Sudeste,26.5546,54.0846,472008
BOM JARDIM,RJ,Sudeste,13.3286,28.2779,25539
BOM JESUS DO ITABAPOANA,RJ,Sudeste,27.2073,38.0966,35546
CABO FRIO,RJ,Sudeste,18.6818,25.8858,190787
CACHOEIRAS DE MACACU,RJ,Sudeste,27.2620,40.3730,54713
CAMBUCI,RJ,Sudeste,27.3439,47.7819,14840
CARAPEBUS,RJ,Sudeste,21.1033,35.3192,13697
COMENDADOR LEVY GASPARIAN,RJ,Sudeste,16.7002,49.9823,8200
CAMPOS DOS GOYTACAZES,RJ,Sudeste,19.9612,35.9725,468087
CANTAGALO,RJ,Sudeste,18.5894,30.6142,19830
CARDOSO MOREIRA,RJ,Sudeste,27.1432,42.7404,12601
CARMO,RJ,Sudeste,23.4280,47.9103,17599
CASIMIRO DE ABREU,RJ,Sudeste,14.4051,27.4175,36360
CONCEICAO DE MACABU,RJ,Sudeste,22.1377,38.7146,21416
CORDEIRO,RJ,Sudeste,11.7371,30.5841,20571
DUAS BARRAS,RJ,Sudeste,14.1369,31.3134,10976
DUQUE DE CAXIAS,RJ,Sudeste,23.5123,47.6519,861158
ENGENHEIRO PAULO DE FRONTIN,RJ,Sudeste,25.5121,32.0573,13324
GUAPIMIRIM,RJ,Sudeste,27.5904,38.6973,52522
IGUABA GRANDE,RJ,Sudeste,24.4327,31.5424,23475
ITABORAI,RJ,Sudeste,21.6876,53.1342,220352
ITAGUAI,RJ,Sudeste,23.5388,40.7402,111171
ITALVA,RJ,Sudeste,22.0832,37.1181,14174
ITAOCARA,RJ,Sudeste,22.1513,36.8491,22892
ITAPERUNA,RJ,Sudeste,15.5035,33.6475,96542
ITATIAIA,RJ,Sudeste,20.2178,35.1410,29094
JAPERI,RJ,Sudeste,37.2417,53.1435,96430
LAJE DO MURIAE,RJ,Sudeste,35.3236,52.8251,7455
MACAE,RJ,Sudeste,9.4424,34.4262,212433
MACUCO,RJ,Sudeste,27.0581,40.9872,5299
MAGE,RJ,Sudeste,27.5435,47.2080,228972
MANGARATIBA,RJ,Sudeste,15.3800,29.3319,37343
MARICA,RJ,Sudeste,13.0927,45.3646,131355
MENDES,RJ,Sudeste,16.8153,33.0733,17981
MESQUITA,RJ,Sudeste,20.3887,40.4866,168966
MIGUEL PEREIRA,RJ,Sudeste,19.6780,31.4096,24699
MIRACEMA,RJ,Sudeste,25.2749,49.4515,26827
NATIVIDADE,RJ,Sudeste,25.6498,37.0687,15079
NILOPOLIS,RJ,Sudeste,17.0388,37.3544,157710
NITEROI,RJ,Sudeste,9.2817,28.5392,489720
NOVA FRIBURGO,RJ,Sudeste,8.1237,26.7069,182748
